"Mod name","Registry name","Item ID","Display name","Exists"
"Immersive Engineering","immersiveengineering:concrete_sheet","immersiveengineering:concrete_sheet","Concrete Sheet","true"
"Immersive Engineering","immersiveengineering:concrete_sprayed","immersiveengineering:concrete_sprayed","Quickdry Concrete","true"
"Immersive Engineering","immersiveengineering:concrete_three_quarter","immersiveengineering:concrete_three_quarter","Concrete Chunk","true"
"Immersive Engineering","immersiveengineering:concrete_tile","immersiveengineering:concrete_tile","Concrete Tile","true"
"Immersive Engineering","immersiveengineering:connector_bundled","immersiveengineering:connector_bundled","Redstone Interface Connector","true"
"Immersive Engineering","immersiveengineering:connector_hv","immersiveengineering:connector_hv","HV Wire Connector","true"
"Immersive Engineering","immersiveengineering:connector_hv_relay","immersiveengineering:connector_hv_relay","HV Wire Relay","true"
"Immersive Engineering","immersiveengineering:connector_lv","immersiveengineering:connector_lv","LV Wire Connector","true"
"Immersive Engineering","immersiveengineering:connector_lv_relay","immersiveengineering:connector_lv_relay","LV Wire Relay","true"
"Immersive Engineering","immersiveengineering:connector_mv","immersiveengineering:connector_mv","MV Wire Connector","true"
"Immersive Engineering","immersiveengineering:connector_mv_relay","immersiveengineering:connector_mv_relay","MV Wire Relay","true"
"Immersive Engineering","immersiveengineering:connector_probe","immersiveengineering:connector_probe","Redstone Probe Connector","true"
"Immersive Engineering","immersiveengineering:connector_redstone","immersiveengineering:connector_redstone","Redstone Wire Connector","true"
"Immersive Engineering","immersiveengineering:connector_structural","immersiveengineering:connector_structural","Structural Cable Connector","true"
"Immersive Engineering","immersiveengineering:conveyor_basic","immersiveengineering:conveyor_basic","Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_covered","immersiveengineering:conveyor_covered","Covered Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_dropper","immersiveengineering:conveyor_dropper","Dropping Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_droppercovered","immersiveengineering:conveyor_droppercovered","Dropping Covered Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_extract","immersiveengineering:conveyor_extract","Extracting Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_extractcovered","immersiveengineering:conveyor_extractcovered","Covered Extracting Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_redstone","immersiveengineering:conveyor_redstone","Redstone Controlled Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_splitter","immersiveengineering:conveyor_splitter","Splitting Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_splittercovered","immersiveengineering:conveyor_splittercovered","Covered Splitting Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_vertical","immersiveengineering:conveyor_vertical","Vertical Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:conveyor_verticalcovered","immersiveengineering:conveyor_verticalcovered","Vertical Covered Conveyor Belt","true"
"Immersive Engineering","immersiveengineering:coresample","","Core Sample","true"
"Immersive Engineering","immersiveengineering:craftingtable","immersiveengineering:craftingtable","Engineer's Crafting Table","true"
"Immersive Engineering","immersiveengineering:crate","immersiveengineering:crate","Wooden Storage Crate","true"
"Immersive Engineering","immersiveengineering:creosote_fluid_block","","block.immersiveengineering.creosote_fluid_block","true"
"Immersive Engineering","immersiveengineering:crusher","immersiveengineering:crusher","Crusher","true"
"Immersive Engineering","immersiveengineering:current_transformer","immersiveengineering:current_transformer","Current Transformer","true"
"Immersive Engineering","immersiveengineering:cushion","immersiveengineering:cushion","Jump Cushion","true"
"Immersive Engineering","immersiveengineering:diesel_generator","immersiveengineering:diesel_generator","Diesel Generator","true"
"Immersive Engineering","immersiveengineering:dynamo","immersiveengineering:dynamo","Kinetic Dynamo","true"
"Immersive Engineering","immersiveengineering:electric_lantern","immersiveengineering:electric_lantern","Powered Lantern","true"
"Immersive Engineering","immersiveengineering:ethanol_fluid_block","","block.immersiveengineering.ethanol_fluid_block","true"
"Immersive Engineering","immersiveengineering:excavator","immersiveengineering:excavator","Excavator","true"
"Immersive Engineering","immersiveengineering:fake_light","","block.immersiveengineering.fake_light","true"
"Immersive Engineering","immersiveengineering:feedthrough","immersiveengineering:feedthrough","Feedthrough Insulator","true"
"Immersive Engineering","immersiveengineering:fermenter","immersiveengineering:fermenter","Industrial Fermenter","true"
"Immersive Engineering","immersiveengineering:floodlight","immersiveengineering:floodlight","Floodlight","true"
"Immersive Engineering","immersiveengineering:fluid_pipe","immersiveengineering:fluid_pipe","Fluid Pipe","true"
"Immersive Engineering","immersiveengineering:fluid_placer","immersiveengineering:fluid_placer","Fluid Outlet","true"
"Immersive Engineering","immersiveengineering:fluid_pump","immersiveengineering:fluid_pump","Fluid Pump","true"
"Immersive Engineering","immersiveengineering:fluid_sorter","immersiveengineering:fluid_sorter","Fluid Router","true"
"Immersive Engineering","immersiveengineering:furnace_heater","immersiveengineering:furnace_heater","External Heater","true"
"Immersive Engineering","immersiveengineering:generator","immersiveengineering:generator","Generator Block","true"
"Immersive Engineering","immersiveengineering:gunpowder_barrel","immersiveengineering:gunpowder_barrel","Gunpowder Barrel","true"
"Immersive Engineering","immersiveengineering:heavy_engineering","immersiveengineering:heavy_engineering","Heavy Engineering Block","true"
"Immersive Engineering","immersiveengineering:hemp","immersiveengineering:seed","Industrial Hemp Seeds","true"
"Immersive Engineering","immersiveengineering:hempcrete","immersiveengineering:hempcrete","Hempcrete","true"
"Immersive Engineering","immersiveengineering:herbicide_fluid_block","","block.immersiveengineering.herbicide_fluid_block","true"
"Immersive Engineering","immersiveengineering:insulating_glass","immersiveengineering:insulating_glass","Insulating Glass","true"
"Immersive Engineering","immersiveengineering:item_batcher","immersiveengineering:item_batcher","Item Batcher","true"
"Immersive Engineering","immersiveengineering:lantern","immersiveengineering:lantern","Lantern","true"
"Immersive Engineering","immersiveengineering:light_engineering","immersiveengineering:light_engineering","Light Engineering Block","true"
"Immersive Engineering","immersiveengineering:lightning_rod","immersiveengineering:lightning_rod","Lightning Rod","true"
"Immersive Engineering","immersiveengineering:metal_barrel","immersiveengineering:metal_barrel","Metal Barrel","true"
"Immersive Engineering","immersiveengineering:metal_ladder_alu","immersiveengineering:metal_ladder_alu","Scaffold Covered Ladder","true"
"Immersive Engineering","immersiveengineering:metal_ladder_none","immersiveengineering:metal_ladder_none","Metal Ladder","true"
"Immersive Engineering","immersiveengineering:metal_ladder_steel","immersiveengineering:metal_ladder_steel","Scaffold Covered Ladder","true"
"Immersive Engineering","immersiveengineering:metal_press","immersiveengineering:metal_press","Metal Press","true"
"Immersive Engineering","immersiveengineering:mixer","immersiveengineering:mixer","Mixer","true"
"Immersive Engineering","immersiveengineering:ore_aluminum","immersiveengineering:ore_aluminum","Bauxite Ore","true"
"Immersive Engineering","immersiveengineering:ore_copper","immersiveengineering:ore_copper","Copper Ore","true"
"Immersive Engineering","immersiveengineering:ore_lead","immersiveengineering:ore_lead","Lead Ore","true"
"Immersive Engineering","immersiveengineering:ore_nickel","immersiveengineering:ore_nickel","Nickel Ore","true"
"Immersive Engineering","immersiveengineering:ore_silver","immersiveengineering:ore_silver","Silver Ore","true"
"Immersive Engineering","immersiveengineering:ore_uranium","immersiveengineering:ore_uranium","Uranium Ore","true"
"Immersive Engineering","immersiveengineering:plantoil_fluid_block","","block.immersiveengineering.plantoil_fluid_block","true"
"Immersive Engineering","immersiveengineering:post_transformer","immersiveengineering:transformer","Transformer","true"
"Immersive Engineering","immersiveengineering:potted_hemp","","block.immersiveengineering.potted_hemp","true"
"Immersive Engineering","immersiveengineering:radiator","immersiveengineering:radiator","Radiator Block","true"
"Immersive Engineering","immersiveengineering:razor_wire","immersiveengineering:razor_wire","Razor Wire","true"
"Immersive Engineering","immersiveengineering:redstone_breaker","immersiveengineering:redstone_breaker","Redstone Breaker","true"
"Immersive Engineering","immersiveengineering:refinery","immersiveengineering:refinery","Refinery","true"
"Immersive Engineering","immersiveengineering:reinforced_crate","immersiveengineering:reinforced_crate","Reinforced Storage Crate","true"
"Immersive Engineering","immersiveengineering:rs_engineering","immersiveengineering:rs_engineering","Redstone Engineering Block","true"
"Immersive Engineering","immersiveengineering:sample_drill","immersiveengineering:sample_drill","Core Sample Drill","true"
"Immersive Engineering","immersiveengineering:sawdust","immersiveengineering:sawdust","Sawdust Flooring","true"
"Immersive Engineering","immersiveengineering:sawmill","immersiveengineering:sawmill","Sawmill","true"
"Immersive Engineering","immersiveengineering:shader_banner","minecraft:white_banner","White Banner","true"
"Immersive Engineering","immersiveengineering:shader_banner_wall","minecraft:white_banner","White Banner","true"
"Immersive Engineering","immersiveengineering:sheetmetal_aluminum","immersiveengineering:sheetmetal_aluminum","Aluminium Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_black","immersiveengineering:sheetmetal_colored_black","Black Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_blue","immersiveengineering:sheetmetal_colored_blue","Blue Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_brown","immersiveengineering:sheetmetal_colored_brown","Brown Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_cyan","immersiveengineering:sheetmetal_colored_cyan","Cyan Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_gray","immersiveengineering:sheetmetal_colored_gray","Gray Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_green","immersiveengineering:sheetmetal_colored_green","Green Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_light_blue","immersiveengineering:sheetmetal_colored_light_blue","Light Blue Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_light_gray","immersiveengineering:sheetmetal_colored_light_gray","Light Gray Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_lime","immersiveengineering:sheetmetal_colored_lime","Lime Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_magenta","immersiveengineering:sheetmetal_colored_magenta","Magenta Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_orange","immersiveengineering:sheetmetal_colored_orange","Orange Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_pink","immersiveengineering:sheetmetal_colored_pink","Pink Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_purple","immersiveengineering:sheetmetal_colored_purple","Purple Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_red","immersiveengineering:sheetmetal_colored_red","Red Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_white","immersiveengineering:sheetmetal_colored_white","White Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_colored_yellow","immersiveengineering:sheetmetal_colored_yellow","Yellow Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_constantan","immersiveengineering:sheetmetal_constantan","Constantan Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_copper","immersiveengineering:sheetmetal_copper","Copper Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_electrum","immersiveengineering:sheetmetal_electrum","Electrum Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_gold","immersiveengineering:sheetmetal_gold","Gold Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_iron","immersiveengineering:sheetmetal_iron","Iron Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_lead","immersiveengineering:sheetmetal_lead","Lead Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_nickel","immersiveengineering:sheetmetal_nickel","Nickel Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_silver","immersiveengineering:sheetmetal_silver","Silver Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_steel","immersiveengineering:sheetmetal_steel","Steel Sheetmetal","true"
"Immersive Engineering","immersiveengineering:sheetmetal_uranium","immersiveengineering:sheetmetal_uranium","Uranium Sheetmetal","true"
"Immersive Engineering","immersiveengineering:silo","immersiveengineering:silo","Item Silo","true"
"Immersive Engineering","immersiveengineering:slab_alloybrick","immersiveengineering:slab_alloybrick","Kiln Brick Slab","true"
"Immersive Engineering","immersiveengineering:slab_alu_scaffolding_grate_top","immersiveengineering:slab_alu_scaffolding_grate_top","Aluminium Scaffolding Slab","true"
"Immersive Engineering","immersiveengineering:slab_alu_scaffolding_standard","immersiveengineering:slab_alu_scaffolding_standard","Aluminium Scaffolding Slab","true"
"Immersive Engineering","immersiveengineering:slab_alu_scaffolding_wooden_top","immersiveengineering:slab_alu_scaffolding_wooden_top","Aluminium Scaffolding Slab","true"
"Immersive Engineering","immersiveengineering:slab_blastbrick","immersiveengineering:slab_blastbrick","Blast Brick Slab","true"
"Immersive Engineering","immersiveengineering:slab_blastbrick_reinforced","immersiveengineering:slab_blastbrick_reinforced","Reinforced Blast Brick Slab","true"
"Immersive Engineering","immersiveengineering:slab_coke","immersiveengineering:slab_coke","Coal Coke Slab","true"
"Immersive Engineering","immersiveengineering:slab_cokebrick","immersiveengineering:slab_cokebrick","Coke Brick Slab","true"
"Immersive Engineering","immersiveengineering:slab_concrete","immersiveengineering:slab_concrete","Concrete Slab","true"
"Immersive Engineering","immersiveengineering:slab_concrete_leaded","immersiveengineering:slab_concrete_leaded","Leaded Concrete Slab","true"
"Immersive Engineering","immersiveengineering:slab_concrete_tile","immersiveengineering:slab_concrete_tile","Concrete Tile Slab","true"
"Immersive Engineering","immersiveengineering:slab_hempcrete","immersiveengineering:slab_hempcrete","Hempcrete Slab","true"
"Immersive Engineering","immersiveengineering:slab_insulating_glass","immersiveengineering:slab_insulating_glass","Insulating Glass Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_aluminum","immersiveengineering:slab_sheetmetal_aluminum","Aluminium Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_black","immersiveengineering:slab_sheetmetal_colored_black","Black Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_blue","immersiveengineering:slab_sheetmetal_colored_blue","Blue Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_brown","immersiveengineering:slab_sheetmetal_colored_brown","Brown Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_cyan","immersiveengineering:slab_sheetmetal_colored_cyan","Cyan Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_gray","immersiveengineering:slab_sheetmetal_colored_gray","Gray Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_green","immersiveengineering:slab_sheetmetal_colored_green","Green Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_light_blue","immersiveengineering:slab_sheetmetal_colored_light_blue","Light Blue Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_light_gray","immersiveengineering:slab_sheetmetal_colored_light_gray","Light Gray Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_lime","immersiveengineering:slab_sheetmetal_colored_lime","Lime Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_magenta","immersiveengineering:slab_sheetmetal_colored_magenta","Magenta Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_orange","immersiveengineering:slab_sheetmetal_colored_orange","Orange Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_pink","immersiveengineering:slab_sheetmetal_colored_pink","Pink Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_purple","immersiveengineering:slab_sheetmetal_colored_purple","Purple Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_red","immersiveengineering:slab_sheetmetal_colored_red","Red Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_white","immersiveengineering:slab_sheetmetal_colored_white","White Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_colored_yellow","immersiveengineering:slab_sheetmetal_colored_yellow","Yellow Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_constantan","immersiveengineering:slab_sheetmetal_constantan","Constantan Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_copper","immersiveengineering:slab_sheetmetal_copper","Copper Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_electrum","immersiveengineering:slab_sheetmetal_electrum","Electrum Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_gold","immersiveengineering:slab_sheetmetal_gold","Gold Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_iron","immersiveengineering:slab_sheetmetal_iron","Iron Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_lead","immersiveengineering:slab_sheetmetal_lead","Lead Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_nickel","immersiveengineering:slab_sheetmetal_nickel","Nickel Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_silver","immersiveengineering:slab_sheetmetal_silver","Silver Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_steel","immersiveengineering:slab_sheetmetal_steel","Steel Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_sheetmetal_uranium","immersiveengineering:slab_sheetmetal_uranium","Uranium Sheetmetal Slab","true"
"Immersive Engineering","immersiveengineering:slab_steel_scaffolding_grate_top","immersiveengineering:slab_steel_scaffolding_grate_top","Steel Scaffolding Slab","true"
"Immersive Engineering","immersiveengineering:slab_steel_scaffolding_standard","immersiveengineering:slab_steel_scaffolding_standard","Steel Scaffolding Slab","true"
"Immersive Engineering","immersiveengineering:slab_steel_scaffolding_wooden_top","immersiveengineering:slab_steel_scaffolding_wooden_top","Steel Scaffolding Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_aluminum","immersiveengineering:slab_storage_aluminum","Aluminium Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_constantan","immersiveengineering:slab_storage_constantan","Constantan Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_copper","immersiveengineering:slab_storage_copper","Copper Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_electrum","immersiveengineering:slab_storage_electrum","Electrum Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_lead","immersiveengineering:slab_storage_lead","Lead Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_nickel","immersiveengineering:slab_storage_nickel","Nickel Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_silver","immersiveengineering:slab_storage_silver","Silver Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_steel","immersiveengineering:slab_storage_steel","Steel Slab","true"
"Immersive Engineering","immersiveengineering:slab_storage_uranium","immersiveengineering:slab_storage_uranium","Uranium Slab","true"
"Immersive Engineering","immersiveengineering:slab_treated_wood_horizontal","immersiveengineering:slab_treated_wood_horizontal","Treated Wood Slab","true"
"Immersive Engineering","immersiveengineering:slab_treated_wood_packaged","immersiveengineering:slab_treated_wood_packaged","Treated Wood Slab","true"
"Immersive Engineering","immersiveengineering:slab_treated_wood_vertical","immersiveengineering:slab_treated_wood_vertical","Treated Wood Slab","true"
"Immersive Engineering","immersiveengineering:sorter","immersiveengineering:sorter","Item Router","true"
"Immersive Engineering","immersiveengineering:squeezer","immersiveengineering:squeezer","Industrial Squeezer","true"
"Immersive Engineering","immersiveengineering:stairs_alu_scaffolding_grate_top","immersiveengineering:stairs_alu_scaffolding_grate_top","Aluminium Scaffolding Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_alu_scaffolding_standard","immersiveengineering:stairs_alu_scaffolding_standard","Aluminium Scaffolding Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_alu_scaffolding_wooden_top","immersiveengineering:stairs_alu_scaffolding_wooden_top","Aluminium Scaffolding Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_concrete","immersiveengineering:stairs_concrete","Concrete Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_concrete_leaded","immersiveengineering:stairs_concrete_leaded","Leaded Concrete Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_concrete_tile","immersiveengineering:stairs_concrete_tile","Concrete Tile Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_hempcrete","immersiveengineering:stairs_hempcrete","Hempcrete Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_steel_scaffolding_grate_top","immersiveengineering:stairs_steel_scaffolding_grate_top","Steel Scaffolding Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_steel_scaffolding_standard","immersiveengineering:stairs_steel_scaffolding_standard","Steel Scaffolding Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_steel_scaffolding_wooden_top","immersiveengineering:stairs_steel_scaffolding_wooden_top","Steel Scaffolding Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_treated_wood_horizontal","immersiveengineering:stairs_treated_wood_horizontal","Treated Wood Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_treated_wood_packaged","immersiveengineering:stairs_treated_wood_packaged","Treated Wood Stairs","true"
"Immersive Engineering","immersiveengineering:stairs_treated_wood_vertical","immersiveengineering:stairs_treated_wood_vertical","Treated Wood Stairs","true"
"Immersive Engineering","immersiveengineering:steel_fence","immersiveengineering:steel_fence","Steel Fence","true"
"Immersive Engineering","immersiveengineering:steel_post","immersiveengineering:steel_post","Steel Post","true"
"Immersive Engineering","immersiveengineering:steel_scaffolding_grate_top","immersiveengineering:steel_scaffolding_grate_top","Steel Scaffolding","true"
"Immersive Engineering","immersiveengineering:steel_scaffolding_standard","immersiveengineering:steel_scaffolding_standard","Steel Scaffolding","true"
"Immersive Engineering","immersiveengineering:steel_scaffolding_wooden_top","immersiveengineering:steel_scaffolding_wooden_top","Steel Scaffolding","true"
"Immersive Engineering","immersiveengineering:steel_slope","immersiveengineering:steel_slope","Steel Structural Arm","true"
"Immersive Engineering","immersiveengineering:steel_wallmount","immersiveengineering:steel_wallmount","Steel Wallmount","true"
"Immersive Engineering","immersiveengineering:storage_aluminum","immersiveengineering:storage_aluminum","Block of Aluminium","true"
"Immersive Engineering","immersiveengineering:storage_constantan","immersiveengineering:storage_constantan","Block of Constantan","true"
"Immersive Engineering","immersiveengineering:storage_copper","immersiveengineering:storage_copper","Block of Copper","true"
"Immersive Engineering","immersiveengineering:storage_electrum","immersiveengineering:storage_electrum","Block of Electrum","true"
"Immersive Engineering","immersiveengineering:storage_lead","immersiveengineering:storage_lead","Block of Lead","true"
"Immersive Engineering","immersiveengineering:storage_nickel","immersiveengineering:storage_nickel","Block of Nickel","true"
"Immersive Engineering","immersiveengineering:storage_silver","immersiveengineering:storage_silver","Block of Silver","true"
"Immersive Engineering","immersiveengineering:storage_steel","immersiveengineering:storage_steel","Block of Steel","true"
"Immersive Engineering","immersiveengineering:storage_uranium","immersiveengineering:storage_uranium","Block of Uranium","true"
"Immersive Engineering","immersiveengineering:strip_curtain","immersiveengineering:strip_curtain","Strip Curtain","true"
"Immersive Engineering","immersiveengineering:tank","immersiveengineering:tank","Fluid Tank","true"
"Immersive Engineering","immersiveengineering:tesla_coil","immersiveengineering:tesla_coil","Tesla Coil","true"
"Immersive Engineering","immersiveengineering:thermoelectric_generator","immersiveengineering:thermoelectric_generator","Thermoelectric Generator","true"
"Immersive Engineering","immersiveengineering:toolbox_block","","block.immersiveengineering.toolbox_block","true"
"Immersive Engineering","immersiveengineering:transformer","immersiveengineering:transformer","Transformer","true"
"Immersive Engineering","immersiveengineering:transformer_hv","immersiveengineering:transformer_hv","HV Transformer","true"
"Immersive Engineering","immersiveengineering:treated_fence","immersiveengineering:treated_fence","Treated Wood Fence","true"
"Immersive Engineering","immersiveengineering:treated_post","immersiveengineering:treated_post","Wooden Post","true"
"Immersive Engineering","immersiveengineering:treated_scaffold","immersiveengineering:treated_scaffold","Treated Wood Scaffolding","true"
"Immersive Engineering","immersiveengineering:treated_wallmount","immersiveengineering:treated_wallmount","Wooden Wallmount","true"
"Immersive Engineering","immersiveengineering:treated_wood_horizontal","immersiveengineering:treated_wood_horizontal","Treated Wood Planks","true"
"Immersive Engineering","immersiveengineering:treated_wood_packaged","immersiveengineering:treated_wood_packaged","Treated Wood Planks","true"
"Immersive Engineering","immersiveengineering:treated_wood_vertical","immersiveengineering:treated_wood_vertical","Treated Wood Planks","true"
"Immersive Engineering","immersiveengineering:turntable","immersiveengineering:turntable","Turntable","true"
"Immersive Engineering","immersiveengineering:turret_chem","immersiveengineering:turret_chem","Chemthrower Turret","true"
"Immersive Engineering","immersiveengineering:turret_gun","immersiveengineering:turret_gun","Gun Turret","true"
"Immersive Engineering","immersiveengineering:watermill","immersiveengineering:watermill","Water Wheel","true"
"Immersive Engineering","immersiveengineering:windmill","immersiveengineering:windmill","Windmill","true"
"Immersive Engineering","immersiveengineering:wooden_barrel","immersiveengineering:wooden_barrel","Wooden Barrel","true"
"Immersive Engineering","immersiveengineering:workbench","immersiveengineering:workbench","Engineer's Workbench","true"
"Immersive Petroleum","immersivepetroleum:asphalt","immersivepetroleum:asphalt","Asphalt Concrete","true"
"Immersive Petroleum","immersivepetroleum:auto_lubricator","immersivepetroleum:auto_lubricator","Automatic Lubricator","true"
"Immersive Petroleum","immersivepetroleum:diesel_fluid_block","","block.immersivepetroleum.diesel_fluid_block","true"
"Immersive Petroleum","immersivepetroleum:distillationtower","immersivepetroleum:distillationtower","Distillation Tower","true"
"Immersive Petroleum","immersivepetroleum:dummy_conveyor","immersivepetroleum:dummy_conveyor","block.immersivepetroleum.dummy_conveyor","true"
"Immersive Petroleum","immersivepetroleum:dummy_oil_ore","immersivepetroleum:dummy_oil_ore","block.immersivepetroleum.dummy_oil_ore","true"
"Immersive Petroleum","immersivepetroleum:dummy_pipe","immersivepetroleum:dummy_pipe","block.immersivepetroleum.dummy_pipe","true"
"Immersive Petroleum","immersivepetroleum:flarestack","immersivepetroleum:flarestack","Flarestack","true"
"Immersive Petroleum","immersivepetroleum:gas_generator","immersivepetroleum:gas_generator","Portable Generator","true"
"Immersive Petroleum","immersivepetroleum:gasoline_fluid_block","","block.immersivepetroleum.gasoline_fluid_block","true"
"Immersive Petroleum","immersivepetroleum:lubricant_fluid_block","","block.immersivepetroleum.lubricant_fluid_block","true"
"Immersive Petroleum","immersivepetroleum:napalm_fluid_block","","block.immersivepetroleum.napalm_fluid_block","true"
"Immersive Petroleum","immersivepetroleum:oil_fluid_block","","block.immersivepetroleum.oil_fluid_block","true"
"Immersive Petroleum","immersivepetroleum:pumpjack","immersivepetroleum:pumpjack","Pumpjack","true"
"Industrial Foregoing","industrialforegoing:advanced_black_hole_tank","industrialforegoing:advanced_black_hole_tank","Advanced Black Hole Tank","true"
"Industrial Foregoing","industrialforegoing:advanced_black_hole_unit","industrialforegoing:advanced_black_hole_unit","Advanced Black Hole Unit","true"
"Industrial Foregoing","industrialforegoing:animal_baby_separator","industrialforegoing:animal_baby_separator","Animal Baby Separator","true"
"Industrial Foregoing","industrialforegoing:animal_feeder","industrialforegoing:animal_feeder","Animal Feeder","true"
"Industrial Foregoing","industrialforegoing:animal_rancher","industrialforegoing:animal_rancher","Animal Rancher","true"
"Industrial Foregoing","industrialforegoing:biofuel_block","","block.industrialforegoing.biofuel_block","true"
"Industrial Foregoing","industrialforegoing:biofuel_generator","industrialforegoing:biofuel_generator","Biofuel Generator","true"
"Industrial Foregoing","industrialforegoing:bioreactor","industrialforegoing:bioreactor","Bioreactor","true"
